2015-09-01 02:39:09,0.25
2015-09-01 03:39:03,0.25
2015-09-01 04:39:11,0.25
2015-09-01 05:39:03,0.0
2015-09-01 06:39:23,0.0
2015-09-01 07:39:11,0.66
2015-09-01 08:39:19,0.66
2015-09-01 09:49:28,1.9
2015-09-01 10:42:14,0.0
2015-09-01 11:40:08,1.02
2015-09-01 12:40:22,1.4
2015-09-01 13:42:00,0.51
2015-09-01 14:42:29,0.07
2015-09-01 15:44:34,0.25
2015-09-01 16:40:00,0.0
2015-09-01 17:39:30,0.0
2015-09-01 18:39:33,0.0
2015-09-01 19:39:26,0.25
2015-09-01 20:39:22,0.0
2015-09-01 21:39:21,0.25
2015-09-01 22:39:10,0.015
2015-09-01 23:39:11,0.0
2015-09-02 00:40:30,0.01
2015-09-02 01:41:22,0.0
2015-09-02 02:40:07,0.0
2015-09-02 03:39:44,0.65
2015-09-02 04:39:44,0.65
2015-09-02 05:39:46,0.25
2015-09-02 06:39:57,0.38
2015-09-02 07:40:18,2.29
2015-09-02 08:39:18,0.25
2015-09-02 09:39:23,0.25
2015-09-02 10:39:17,1.1
2015-09-02 11:39:10,0.0
2015-09-02 12:38:51,0.0475
2015-09-02 13:39:04,1.78
2015-09-02 14:38:51,0.0475
2015-09-02 15:38:51,0.0
2015-09-02 16:39:36,0.3125
2015-09-02 17:42:09,0.0
2015-09-02 18:42:24,0.0
2015-09-02 19:39:44,0.25
2015-09-02 20:39:30,0.0
2015-09-02 21:39:38,0.25
2015-09-02 22:39:44,0.51
2015-09-02 23:39:42,1.02
2015-09-03 00:40:00,0.0
2015-09-03 01:42:34,0.0
2015-09-03 02:40:31,0.0
2015-09-03 03:40:07,0.25
2015-09-03 04:39:51,0.0049999999999999
2015-09-03 05:39:01,0.0049999999999999
2015-09-03 06:39:39,0.0
2015-09-03 07:38:54,0.0
2015-09-03 08:38:50,0.0
2015-09-03 09:39:00,0.0
2015-09-03 10:38:58,0.0
2015-09-03 11:41:38,0.0
2015-09-03 12:41:59,0.25
2015-09-03 13:41:22,0.39
2015-09-03 14:39:00,0.51
2015-09-03 15:39:00,0.095
2015-09-03 16:39:08,0.095
2015-09-03 17:39:00,0.095
2015-09-03 18:39:06,0.0
2015-09-03 19:38:47,2.03
2015-09-03 20:39:01,0.01
2015-09-03 21:38:53,0.51
2015-09-03 22:38:41,0.745
2015-09-03 23:38:43,0.745
2015-09-04 00:39:27,2.03
2015-09-04 01:39:40,1.27
2015-09-04 02:39:23,0.25
2015-09-04 03:41:14,0.0
2015-09-04 04:40:53,0.0
