2015-09-04 05:38:49,0.0
2015-09-04 06:38:56,0.0
2015-09-04 07:38:56,0.0475
2015-09-04 08:38:54,0.0475
2015-09-04 09:39:12,0.76
2015-09-04 10:38:58,0.51
2015-09-04 11:38:57,0.25
2015-09-04 12:38:39,0.25
2015-09-04 13:38:49,0.0
2015-09-04 14:38:50,0.0
2015-09-04 15:38:44,0.0
2015-09-04 16:38:48,0.25
2015-09-04 17:39:16,0.25
2015-09-04 18:39:12,0.0
2015-09-04 19:39:09,0.34
2015-09-04 20:38:55,0.25
2015-09-04 21:39:18,0.25
2015-09-04 22:38:55,0.215
2015-09-04 23:39:01,0.0
2015-09-05 00:39:33,0.0
2015-09-05 01:39:21,0.0
2015-09-05 02:38:41,0.0
2015-09-05 03:40:47,0.0
2015-09-05 04:40:28,0.0049999999999999
2015-09-05 05:38:33,0.0
2015-09-05 06:38:45,0.0
2015-09-05 07:38:56,0.0
2015-09-05 08:38:50,0.0
2015-09-05 09:39:02,0.1
2015-09-05 10:38:43,0.1
2015-09-05 11:38:54,0.1
2015-09-05 12:38:39,0.0
2015-09-05 13:38:32,0.0
2015-09-05 14:38:38,0.0
2015-09-05 15:38:46,1.52
2015-09-05 16:38:54,0.76
2015-09-05 17:39:14,0.375
2015-09-05 18:39:01,0.0
2015-09-05 19:39:00,0.0
2015-09-05 20:38:59,0.0
2015-09-05 21:38:52,0.0
2015-09-05 22:38:43,0.06
2015-09-05 23:38:40,0.25
2015-09-06 00:39:08,0.075
2015-09-06 01:39:13,0.25
2015-09-06 02:38:47,0.0
2015-09-06 03:40:55,0.51
2015-09-06 04:40:40,0.25
2015-09-06 05:38:42,0.51
2015-09-06 06:38:48,0.51
2015-09-06 07:39:05,1.02
2015-09-06 08:38:55,0.055
2015-09-06 09:38:50,0.0
2015-09-06 10:39:15,0.02
2015-09-06 11:38:45,0.02
2015-09-06 12:38:50,0.0
2015-09-06 13:38:44,0.025
2015-09-06 14:39:28,0.0
2015-09-06 15:38:35,0.0
2015-09-06 16:38:49,0.035
2015-09-06 17:39:06,0.035
2015-09-06 18:39:01,0.005
2015-09-06 19:39:04,0.0
2015-09-06 20:39:31,0.005
2015-09-06 21:39:02,0.0
2015-09-06 22:39:02,0.0
2015-09-06 23:38:55,0.0
2015-09-07 00:39:47,0.0
2015-09-07 01:39:28,0.045
2015-09-07 02:38:50,0.0
2015-09-07 03:40:47,0.085
2015-09-07 04:38:41,0.0
2015-09-07 05:38:54,0.085
2015-09-07 06:38:59,0.285
2015-09-07 07:38:40,0.0
2015-09-07 08:38:45,0.285
2015-09-07 09:38:52,0.0
2015-09-07 10:38:55,0.0
2015-09-07 11:38:54,0.0
2015-09-07 12:38:46,0.0
2015-09-07 13:38:41,0.115
2015-09-07 14:40:30,0.0
2015-09-07 15:41:16,0.01
2015-09-07 16:42:28,0.01
2015-09-07 17:39:31,0.0
2015-09-07 18:39:05,0.0
2015-09-07 19:39:10,0.0
2015-09-07 20:39:04,0.0
2015-09-07 21:39:17,0.0
2015-09-07 22:38:56,0.0
2015-09-07 23:38:50,0.0
2015-09-08 00:39:36,0.0
2015-09-08 01:39:38,0.14
